retailer,retailer_id,invoice_date,region,state,city,product,price_per_unit,units_sold,total_sales,operating_profit,operating_margin,sales_method
West Gear,1128299,2021-01-10,Northeast,Maine,Portland,Women's Street Footwear,45,375,168750,42188,25,Outlet
West Gear,1128299,2021-01-10,Northeast,Maine,Portland,Women's Athletic Footwear,45,225,101250,25313,25,Outlet
Amazon,1185732,2021-01-24,West,Alaska,Anchorage,Women's Apparel,55,300,165000,49500,30,Outlet
Amazon,1185732,2021-02-22,West,Alaska,Anchorage,Men's Street Footwear,55,575,316250,110688,35,Outlet
Amazon,1185732,2021-02-22,West,Alaska,Anchorage,Men's Athletic Footwear,55,225,123750,43313,35,Outlet
Amazon,1185732,2021-02-22,West,Alaska,Anchorage,Women's Street Footwear,45,275,123750,30938,25,Outlet
Amazon,1185732,2021-02-22,West,Alaska,Anchorage,Women's Athletic Footwear,50,175,87500,21875,25,Outlet
Amazon,1185732,2021-02-22,West,Alaska,Anchorage,Men's Apparel,65,250,162500,40625,25,Outlet
Amazon,1185732,2021-02-22,West,Alaska,Anchorage,Women's Apparel,55,350,192500,57750,30,Outlet
Amazon,1185732,2021-03-20,West,Alaska,Anchorage,Men's Street Footwear,55,545,299750,104913,35,Outlet
Amazon,1185732,2021-03-20,West,Alaska,Anchorage,Men's Athletic Footwear,55,250,137500,48125,35,Outlet
Amazon,1185732,2021-03-20,West,Alaska,Anchorage,Women's Street Footwear,45,275,123750,30938,25,Outlet
Amazon,1185732,2021-03-20,West,Alaska,Anchorage,Women's Athletic Footwear,50,125,62500,15625,25,Outlet
Amazon,1185732,2021-03-20,West,Alaska,Anchorage,Men's Apparel,65,175,113750,28438,25,Outlet
Amazon,1185732,2021-03-20,West,Alaska,Anchorage,Women's Apparel,55,275,151250,45375,30,Outlet
Amazon,1185732,2021-04-21,West,Alaska,Anchorage,Men's Street Footwear,55,525,288750,101063,35,Outlet
Amazon,1185732,2021-04-21,West,Alaska,Anchorage,Men's Athletic Footwear,55,225,123750,43313,35,Outlet
Amazon,1185732,2021-04-21,West,Alaska,Anchorage,Women's Street Footwear,45,225,101250,25313,25,Outlet
Amazon,1185732,2021-04-21,West,Alaska,Anchorage,Women's Athletic Footwear,50,150,75000,18750,25,Outlet
Amazon,1185732,2021-04-21,West,Alaska,Anchorage,Men's Apparel,60,150,90000,22500,25,Outlet
Amazon,1185732,2021-04-21,West,Alaska,Anchorage,Women's Apparel,50,300,150000,45000,30,Outlet
Amazon,1185732,2021-05-20,West,Alaska,Anchorage,Men's Street Footwear,65,570,370500,129675,35,Outlet
Amazon,1185732,2021-05-20,West,Alaska,Anchorage,Men's Athletic Footwear,60,275,165000,57750,35,Outlet
Amazon,1185732,2021-05-20,West,Alaska,Anchorage,Women's Street Footwear,55,300,165000,41250,25,Outlet
Amazon,1185732,2021-05-20,West,Alaska,Anchorage,Women's Athletic Footwear,55,250,137500,34375,25,Outlet
Amazon,1185732,2021-05-20,West,Alaska,Anchorage,Men's Apparel,65,275,178750,44688,25,Outlet
Amazon,1185732,2021-05-20,West,Alaska,Anchorage,Women's Apparel,70,400,280000,84000,30,Outlet
Amazon,1185732,2021-06-22,West,Alaska,Anchorage,Men's Street Footwear,65,650,422500,147875,35,Outlet
Amazon,1185732,2021-06-22,West,Alaska,Anchorage,Men's Athletic Footwear,60,400,240000,84000,35,Outlet
Amazon,1185732,2021-06-22,West,Alaska,Anchorage,Women's Street Footwear,55,325,178750,44688,25,Outlet
Amazon,1185732,2021-06-22,West,Alaska,Anchorage,Women's Athletic Footwear,55,300,165000,41250,25,Outlet
Amazon,1185732,2021-06-22,West,Alaska,Anchorage,Men's Apparel,65,300,195000,48750,25,Outlet
Amazon,1185732,2021-06-22,West,Alaska,Anchorage,Women's Apparel,70,450,315000,94500,30,Outlet
Amazon,1185732,2021-07-20,West,Alaska,Anchorage,Men's Street Footwear,65,675,438750,153563,35,Outlet
Amazon,1185732,2021-07-20,West,Alaska,Anchorage,Men's Athletic Footwear,60,425,255000,89250,35,Outlet
Amazon,1185732,2021-07-20,West,Alaska,Anchorage,Women's Street Footwear,55,350,192500,48125,25,Outlet
Amazon,1185732,2021-07-20,West,Alaska,Anchorage,Women's Athletic Footwear,55,300,165000,41250,25,Outlet
Amazon,1185732,2021-07-20,West,Alaska,Anchorage,Men's Apparel,65,325,211250,52813,25,Outlet
Amazon,1185732,2021-07-20,West,Alaska,Anchorage,Women's Apparel,70,500,350000,105000,30,Outlet
Amazon,1185732,2021-08-21,West,Alaska,Anchorage,Men's Street Footwear,65,650,422500,147875,35,Outlet
Amazon,1185732,2021-08-21,West,Alaska,Anchorage,Men's Athletic Footwear,60,425,255000,89250,35,Outlet
Amazon,1185732,2021-08-21,West,Alaska,Anchorage,Women's Street Footwear,55,350,192500,48125,25,Outlet
Amazon,1185732,2021-08-21,West,Alaska,Anchorage,Women's Athletic Footwear,55,250,137500,34375,25,Outlet
Amazon,1185732,2021-08-21,West,Alaska,Anchorage,Men's Apparel,65,225,146250,36563,25,Outlet
Amazon,1185732,2021-08-21,West,Alaska,Anchorage,Women's Apparel,70,400,280000,84000,30,Outlet
Amazon,1185732,2021-09-20,West,Alaska,Anchorage,Men's Street Footwear,65,525,341250,119438,35,Outlet
Amazon,1185732,2021-09-20,West,Alaska,Anchorage,Men's Athletic Footwear,60,325,195000,68250,35,Outlet
Amazon,1185732,2021-09-20,West,Alaska,Anchorage,Women's Street Footwear,55,225,123750,30938,25,Outlet
Amazon,1185732,2021-09-20,West,Alaska,Anchorage,Women's Athletic Footwear,55,200,110000,27500,25,Outlet
Amazon,1185732,2021-09-20,West,Alaska,Anchorage,Men's Apparel,65,200,130000,32500,25,Outlet
Amazon,1185732,2021-09-20,West,Alaska,Anchorage,Women's Apparel,70,300,210000,63000,30,Outlet
Amazon,1185732,2021-10-22,West,Alaska,Anchorage,Men's Street Footwear,70,450,315000,110250,35,Outlet
Amazon,1185732,2021-10-22,West,Alaska,Anchorage,Men's Athletic Footwear,65,275,178750,62563,35,Outlet
Amazon,1185732,2021-10-22,West,Alaska,Anchorage,Women's Street Footwear,65,175,113750,28438,25,Outlet
Amazon,1185732,2021-10-22,West,Alaska,Anchorage,Women's Athletic Footwear,65,150,97500,24375,25,Outlet
Amazon,1185732,2021-10-22,West,Alaska,Anchorage,Men's Apparel,75,150,112500,28125,25,Outlet
Amazon,1185732,2021-10-22,West,Alaska,Anchorage,Women's Apparel,80,275,220000,66000,30,Outlet
Amazon,1185732,2021-11-21,West,Alaska,Anchorage,Men's Street Footwear,75,425,318750,111563,35,Outlet
Amazon,1185732,2021-11-21,West,Alaska,Anchorage,Men's Athletic Footwear,65,300,195000,68250,35,Outlet
Amazon,1185732,2021-11-21,West,Alaska,Anchorage,Women's Street Footwear,65,320,208000,52000,25,Outlet
Amazon,1185732,2021-11-21,West,Alaska,Anchorage,Women's Athletic Footwear,65,300,195000,48750,25,Outlet
Amazon,1185732,2021-11-21,West,Alaska,Anchorage,Men's Apparel,75,275,206250,51563,25,Outlet
Amazon,1185732,2021-11-21,West,Alaska,Anchorage,Women's Apparel,80,375,300000,90000,30,Outlet
Amazon,1185732,2021-12-20,West,Alaska,Anchorage,Men's Street Footwear,75,600,450000,157500,35,Outlet
Amazon,1185732,2021-12-20,West,Alaska,Anchorage,Men's Athletic Footwear,65,400,260000,91000,35,Outlet
Foot Locker,1128299,2021-01-10,West,Alaska,Anchorage,Men's Street Footwear,35,375,131250,32813,25,Outlet
Foot Locker,1128299,2021-01-10,West,Alaska,Anchorage,Men's Athletic Footwear,45,375,168750,33750,20,Outlet
Foot Locker,1128299,2021-01-10,West,Alaska,Anchorage,Women's Street Footwear,45,375,168750,42188,25,Outlet
Foot Locker,1128299,2021-01-10,West,Alaska,Anchorage,Women's Athletic Footwear,45,225,101250,25313,25,Outlet
Foot Locker,1128299,2021-01-10,West,Alaska,Anchorage,Men's Apparel,50,175,87500,13125,15,Outlet
Foot Locker,1128299,2021-01-10,West,Alaska,Anchorage,Women's Apparel,45,425,191250,76500,40,Outlet
Foot Locker,1128299,2021-02-10,West,Alaska,Anchorage,Men's Street Footwear,35,475,166250,41563,25,Outlet
Foot Locker,1128299,2021-02-10,West,Alaska,Anchorage,Men's Athletic Footwear,45,375,168750,33750,20,Outlet
Foot Locker,1128299,2021-02-10,West,Alaska,Anchorage,Women's Street Footwear,45,375,168750,42188,25,Outlet
Foot Locker,1128299,2021-02-10,West,Hawaii,Honolulu,Women's Athletic Footwear,45,225,101250,25313,25,Outlet
Foot Locker,1128299,2021-02-10,West,Hawaii,Honolulu,Men's Apparel,50,150,75000,11250,15,Outlet
Foot Locker,1128299,2021-02-10,West,Hawaii,Honolulu,Women's Apparel,45,350,157500,63000,40,Outlet
Foot Locker,1128299,2021-03-09,West,Hawaii,Honolulu,Men's Street Footwear,45,500,225000,56250,25,Outlet
Foot Locker,1128299,2021-03-09,West,Hawaii,Honolulu,Men's Athletic Footwear,55,350,192500,38500,20,Outlet
Foot Locker,1128299,2021-03-09,West,Hawaii,Honolulu,Women's Street Footwear,60,375,225000,56250,25,Outlet
Foot Locker,1128299,2021-03-09,West,Hawaii,Honolulu,Women's Athletic Footwear,55,275,151250,37813,25,Outlet
Foot Locker,1128299,2021-03-09,West,Hawaii,Honolulu,Men's Apparel,60,125,75000,11250,15,Outlet
Foot Locker,1128299,2021-03-09,West,Hawaii,Honolulu,Women's Apparel,55,325,178750,71500,40,Outlet
Foot Locker,1128299,2021-04-10,West,Hawaii,Honolulu,Men's Street Footwear,60,500,300000,75000,25,Outlet
Foot Locker,1128299,2021-04-10,West,Hawaii,Honolulu,Men's Athletic Footwear,65,300,195000,39000,20,Outlet
Foot Locker,1128299,2021-04-10,West,Hawaii,Honolulu,Women's Street Footwear,65,350,227500,56875,25,Outlet
Foot Locker,1128299,2021-04-10,West,Hawaii,Honolulu,Women's Athletic Footwear,50,250,125000,31250,25,Outlet
Foot Locker,1128299,2021-04-10,West,Hawaii,Honolulu,Men's Apparel,55,150,82500,12375,15,Outlet
Foot Locker,1128299,2021-04-10,West,Hawaii,Honolulu,Women's Apparel,70,325,227500,91000,40,Outlet
Foot Locker,1128299,2021-05-11,West,Hawaii,Honolulu,Men's Street Footwear,55,525,288750,72188,25,Outlet
Foot Locker,1128299,2021-05-11,West,Hawaii,Honolulu,Men's Athletic Footwear,60,375,225000,45000,20,Outlet
Foot Locker,1128299,2021-05-11,West,Hawaii,Honolulu,Women's Street Footwear,60,375,225000,56250,25,Outlet
Foot Locker,1128299,2021-05-11,West,Hawaii,Honolulu,Women's Athletic Footwear,55,275,151250,37813,25,Outlet
Foot Locker,1128299,2021-05-11,West,Hawaii,Honolulu,Men's Apparel,60,175,105000,15750,15,Outlet
Foot Locker,1128299,2021-05-11,West,Hawaii,Honolulu,Women's Apparel,75,475,356250,142500,40,Outlet
Foot Locker,1128299,2021-06-10,West,Hawaii,Honolulu,Men's Street Footwear,70,725,507500,126875,25,Outlet
Foot Locker,1128299,2021-06-10,West,Hawaii,Honolulu,Men's Athletic Footwear,75,600,450000,90000,20,Outlet
Foot Locker,1128299,2021-06-10,West,Hawaii,Honolulu,Women's Street Footwear,75,600,450000,112500,25,Outlet
Foot Locker,1128299,2021-06-10,West,Hawaii,Honolulu,Women's Athletic Footwear,75,475,356250,89063,25,Outlet
Foot Locker,1128299,2021-06-10,West,Hawaii,Honolulu,Men's Apparel,85,350,297500,44625,15,Outlet
Foot Locker,1128299,2021-06-10,West,Hawaii,Honolulu,Women's Apparel,100,650,650000,260000,40,Outlet
Foot Locker,1128299,2021-07-09,West,Hawaii,Honolulu,Men's Street Footwear,80,800,640000,160000,25,Outlet
Foot Locker,1128299,2021-07-09,West,Hawaii,Honolulu,Men's Athletic Footwear,85,650,552500,110500,20,Outlet
Foot Locker,1128299,2021-07-09,West,Hawaii,Honolulu,Women's Street Footwear,85,600,510000,127500,25,Outlet
Foot Locker,1128299,2021-07-09,West,Hawaii,Honolulu,Women's Athletic Footwear,80,500,400000,100000,25,Outlet
Foot Locker,1128299,2021-07-09,West,Hawaii,Honolulu,Men's Apparel,85,550,467500,70125,15,Outlet
Foot Locker,1128299,2021-07-09,West,Hawaii,Honolulu,Women's Apparel,100,550,550000,220000,40,Outlet
Foot Locker,1128299,2021-08-10,West,Hawaii,Honolulu,Men's Street Footwear,85,750,637500,159375,25,Outlet
Foot Locker,1128299,2021-08-10,West,Hawaii,Honolulu,Men's Athletic Footwear,75,725,543750,108750,20,Outlet
Foot Locker,1128299,2021-08-10,West,Hawaii,Honolulu,Women's Street Footwear,70,600,420000,105000,25,Outlet
Foot Locker,1128299,2021-08-10,West,Hawaii,Honolulu,Women's Athletic Footwear,70,525,367500,91875,25,Outlet
Walmart,1128299,2021-08-10,West,Hawaii,Honolulu,Men's Apparel,70,525,367500,55125,15,Outlet
Walmart,1128299,2021-08-10,West,Hawaii,Honolulu,Women's Apparel,75,350,262500,105000,40,Outlet
Walmart,1128299,2021-09-11,West,Hawaii,Honolulu,Men's Street Footwear,65,550,357500,89375,25,Outlet
Walmart,1128299,2021-09-11,West,Hawaii,Honolulu,Men's Athletic Footwear,70,550,385000,77000,20,Outlet
Walmart,1128299,2021-09-11,West,Hawaii,Honolulu,Women's Street Footwear,65,375,243750,60938,25,Outlet
Walmart,1128299,2021-09-11,West,Hawaii,Honolulu,Women's Athletic Footwear,65,325,211250,52813,25,Outlet
Walmart,1128299,2021-09-11,West,Hawaii,Honolulu,Men's Apparel,75,350,262500,39375,15,Outlet
Walmart,1128299,2021-09-11,West,Hawaii,Honolulu,Women's Apparel,60,375,225000,90000,40,Outlet
Walmart,1128299,2021-10-10,West,Hawaii,Honolulu,Men's Street Footwear,55,475,261250,65313,25,Outlet
Walmart,1128299,2021-10-10,West,Hawaii,Honolulu,Men's Athletic Footwear,65,475,308750,61750,20,Outlet
Walmart,1128299,2021-10-10,West,Hawaii,Honolulu,Women's Street Footwear,60,300,180000,45000,25,Outlet
Walmart,1128299,2021-10-10,West,Hawaii,Honolulu,Women's Athletic Footwear,55,275,151250,37813,25,Outlet
Walmart,1128299,2021-10-10,West,Hawaii,Honolulu,Men's Apparel,65,250,162500,24375,15,Outlet
Walmart,1128299,2021-10-10,West,Hawaii,Honolulu,Women's Apparel,70,300,210000,84000,40,Outlet
Walmart,1128299,2021-11-10,West,Hawaii,Honolulu,Men's Street Footwear,55,525,288750,72188,25,Outlet
Walmart,1128299,2021-11-10,West,Hawaii,Honolulu,Men's Athletic Footwear,60,600,360000,72000,20,Outlet
Walmart,1128299,2021-11-10,West,Hawaii,Honolulu,Women's Street Footwear,55,425,233750,58438,25,Outlet
Walmart,1128299,2021-11-10,West,Hawaii,Honolulu,Women's Athletic Footwear,65,400,260000,65000,25,Outlet
Walmart,1128299,2021-11-10,West,Hawaii,Honolulu,Men's Apparel,85,375,318750,47813,15,Outlet
Walmart,1128299,2021-11-10,West,Hawaii,Honolulu,Women's Apparel,90,500,450000,180000,40,Outlet
Walmart,1128299,2021-12-09,West,Hawaii,Honolulu,Men's Street Footwear,75,700,525000,131250,25,Outlet
Walmart,1128299,2021-12-09,West,Hawaii,Honolulu,Men's Athletic Footwear,85,700,595000,119000,20,Outlet
Sports Direct,1128299,2021-12-09,West,Hawaii,Honolulu,Women's Street Footwear,80,500,400000,100000,25,Outlet
Sports Direct,1128299,2021-12-09,West,Hawaii,Honolulu,Women's Athletic Footwear,80,500,400000,100000,25,Outlet
Sports Direct,1128299,2021-12-09,West,Hawaii,Honolulu,Men's Apparel,90,425,382500,57375,15,Outlet
Sports Direct,1128299,2021-12-09,West,Hawaii,Honolulu,Women's Apparel,95,525,498750,199500,40,Outlet
Sports Direct,1128299,2021-01-17,West,Hawaii,Honolulu,Men's Street Footwear,40,425,170000,51000,30,Outlet
Sports Direct,1128299,2021-01-17,West,Hawaii,Honolulu,Men's Athletic Footwear,50,425,212500,53125,25,Outlet
Sports Direct,1128299,2021-01-17,West,Hawaii,Honolulu,Women's Street Footwear,50,425,212500,63750,30,Outlet
Sports Direct,1128299,2021-01-17,West,Hawaii,Honolulu,Women's Athletic Footwear,50,275,137500,41250,30,Outlet
Sports Direct,1128299,2021-01-17,West,Hawaii,Honolulu,Men's Apparel,55,225,123750,24750,20,Outlet
Sports Direct,1128299,2021-01-17,West,Hawaii,Honolulu,Women's Apparel,50,475,237500,106875,45,Outlet
Sports Direct,1128299,2021-02-17,West,Hawaii,Honolulu,Men's Street Footwear,40,525,210000,63000,30,Outlet
Sports Direct,1128299,2021-02-17,West,Hawaii,Honolulu,Men's Athletic Footwear,50,425,212500,53125,25,Outlet
Sports Direct,1128299,2021-02-17,West,Hawaii,Honolulu,Women's Street Footwear,50,425,212500,63750,30,Outlet
Sports Direct,1128299,2021-02-17,Southeast,Florida,Orlando,Women's Athletic Footwear,50,275,137500,41250,30,Outlet
Sports Direct,1128299,2021-02-17,Southeast,Florida,Orlando,Men's Apparel,55,200,110000,22000,20,Outlet
Sports Direct,1128299,2021-02-17,Southeast,Florida,Orlando,Women's Apparel,50,400,200000,90000,45,Outlet
Sports Direct,1128299,2021-03-16,Southeast,Florida,Orlando,Men's Street Footwear,50,550,275000,82500,30,Outlet
Sports Direct,1128299,2021-03-16,Southeast,Florida,Orlando,Men's Athletic Footwear,60,400,240000,60000,25,Outlet
Sports Direct,1128299,2021-03-16,Southeast,Florida,Orlando,Women's Street Footwear,65,425,276250,82875,30,Outlet
Sports Direct,1128299,2021-03-16,Southeast,Florida,Orlando,Women's Athletic Footwear,60,325,195000,58500,30,Outlet
Sports Direct,1128299,2021-03-16,Southeast,Florida,Orlando,Men's Apparel,65,175,113750,22750,20,Outlet
Sports Direct,1128299,2021-03-16,Southeast,Florida,Orlando,Women's Apparel,60,375,225000,101250,45,Outlet
Walmart,1128299,2021-04-17,Southeast,Florida,Orlando,Men's Street Footwear,65,550,357500,107250,30,Outlet
Walmart,1128299,2021-04-17,Southeast,Florida,Orlando,Men's Athletic Footwear,70,350,245000,61250,25,Outlet
Walmart,1128299,2021-04-17,Southeast,Florida,Orlando,Women's Street Footwear,70,400,280000,84000,30,Outlet
Walmart,1128299,2021-04-17,Southeast,Florida,Orlando,Women's Athletic Footwear,55,300,165000,49500,30,Outlet
Walmart,1128299,2021-04-17,Southeast,Florida,Orlando,Men's Apparel,60,200,120000,24000,20,Outlet
Walmart,1128299,2021-04-17,Southeast,Florida,Orlando,Women's Apparel,75,375,281250,126563,45,Outlet
Walmart,1128299,2021-05-18,Southeast,Florida,Orlando,Men's Street Footwear,60,575,345000,103500,30,Outlet
Walmart,1128299,2021-05-18,Southeast,Florida,Orlando,Men's Athletic Footwear,65,425,276250,69063,25,Outlet
Walmart,1128299,2021-05-18,Southeast,Florida,Orlando,Women's Street Footwear,65,425,276250,82875,30,Outlet
Walmart,1128299,2021-05-18,Southeast,Florida,Orlando,Women's Athletic Footwear,60,325,195000,58500,30,Outlet
Walmart,1128299,2021-05-18,Southeast,Florida,Orlando,Men's Apparel,55,225,123750,24750,20,Outlet
Walmart,1128299,2021-05-18,Southeast,Florida,Orlando,Women's Apparel,70,575,402500,181125,45,Outlet
Walmart,1128299,2021-06-17,Southeast,Florida,Orlando,Men's Street Footwear,65,825,536250,160875,30,Outlet
Walmart,1128299,2021-06-17,Southeast,Florida,Orlando,Men's Athletic Footwear,70,700,490000,122500,25,In-store
Walmart,1128299,2021-06-17,Southeast,Florida,Orlando,Women's Street Footwear,85,700,595000,178500,30,In-store
Walmart,1128299,2021-06-17,Southeast,Florida,Orlando,Women's Athletic Footwear,85,575,488750,146625,30,In-store
Walmart,1128299,2021-06-17,Southeast,Florida,Orlando,Men's Apparel,95,450,427500,85500,20,In-store
Walmart,1128299,2021-06-17,Southeast,Florida,Orlando,Women's Apparel,110,750,825000,371250,45,In-store
Walmart,1128299,2021-07-16,Southeast,Florida,Orlando,Men's Street Footwear,90,900,810000,243000,30,In-store
Walmart,1128299,2021-07-16,Southeast,Florida,Orlando,Men's Athletic Footwear,95,750,712500,178125,25,In-store
Walmart,1128299,2021-07-16,Southeast,Florida,Orlando,Women's Street Footwear,95,700,665000,199500,30,In-store
Walmart,1128299,2021-07-16,Southeast,Florida,Orlando,Women's Athletic Footwear,90,600,540000,162000,30,In-store
Walmart,1128299,2021-07-16,Southeast,Florida,Orlando,Men's Apparel,95,650,617500,123500,20,In-store
Walmart,1128299,2021-07-16,Southeast,Florida,Orlando,Women's Apparel,110,650,715000,321750,45,In-store
Walmart,1128299,2021-08-17,Southeast,Florida,Orlando,Men's Street Footwear,95,850,807500,242250,30,In-store
Walmart,1128299,2021-08-17,Southeast,Florida,Orlando,Men's Athletic Footwear,85,825,701250,175313,25,In-store
Walmart,1128299,2021-08-17,Southeast,Florida,Orlando,Women's Street Footwear,80,700,560000,168000,30,In-store
Walmart,1128299,2021-08-17,Southeast,Florida,Orlando,Women's Athletic Footwear,80,475,380000,114000,30,In-store
Walmart,1128299,2021-08-17,Southeast,Florida,Orlando,Men's Apparel,80,475,380000,76000,20,In-store
Walmart,1128299,2021-08-17,Southeast,Florida,Orlando,Women's Apparel,85,300,255000,114750,45,In-store
Walmart,1128299,2021-09-18,Southeast,Florida,Orlando,Men's Street Footwear,60,500,300000,90000,30,In-store
Walmart,1128299,2021-09-18,Southeast,Florida,Orlando,Men's Athletic Footwear,65,500,325000,81250,25,In-store
Walmart,1128299,2021-09-18,Southeast,Florida,Orlando,Women's Street Footwear,60,300,180000,54000,30,In-store
Walmart,1128299,2021-09-18,Southeast,Florida,Orlando,Women's Athletic Footwear,60,250,150000,45000,30,In-store
Walmart,1128299,2021-09-18,Southeast,Florida,Orlando,Men's Apparel,70,275,192500,38500,20,In-store
Walmart,1128299,2021-09-18,Southeast,Florida,Orlando,Women's Apparel,55,300,165000,74250,45,In-store
Walmart,1128299,2021-10-17,Southeast,Florida,Orlando,Men's Street Footwear,50,400,200000,60000,30,In-store
Walmart,1128299,2021-10-17,Southeast,Florida,Orlando,Men's Athletic Footwear,65,575,373750,93438,25,In-store
Walmart,1128299,2021-10-17,Southeast,Florida,Orlando,Women's Street Footwear,60,400,240000,72000,30,In-store
Walmart,1128299,2021-10-17,Southeast,Florida,Orlando,Women's Athletic Footwear,55,375,206250,61875,30,In-store
Walmart,1128299,2021-10-17,Southeast,Florida,Orlando,Men's Apparel,65,350,227500,45500,20,In-store
Walmart,1128299,2021-10-17,Southeast,Florida,Orlando,Women's Apparel,70,400,280000,126000,45,In-store
Walmart,1128299,2021-11-17,Southeast,Florida,Orlando,Men's Street Footwear,55,625,343750,103125,30,In-store
Walmart,1128299,2021-11-17,Southeast,Florida,Orlando,Men's Athletic Footwear,60,700,420000,105000,25,In-store
Walmart,1128299,2021-11-17,Southeast,Florida,Orlando,Women's Street Footwear,55,525,288750,86625,30,In-store
Walmart,1128299,2021-11-17,Southeast,Florida,Orlando,Women's Athletic Footwear,65,500,325000,97500,30,In-store
Walmart,1128299,2021-11-17,Southeast,Florida,Orlando,Men's Apparel,85,475,403750,80750,20,In-store
Walmart,1128299,2021-11-17,Southeast,Florida,Orlando,Women's Apparel,90,600,540000,243000,45,In-store
Walmart,1128299,2021-12-16,Southeast,Florida,Orlando,Men's Street Footwear,75,800,600000,180000,30,In-store
Walmart,1128299,2021-12-16,Southeast,Florida,Orlando,Men's Athletic Footwear,85,800,680000,170000,25,In-store
West Gear,1128299,2021-12-16,Southeast,Florida,Orlando,Women's Street Footwear,80,600,480000,144000,30,In-store
West Gear,1128299,2021-12-16,Southeast,Florida,Orlando,Women's Athletic Footwear,80,600,480000,144000,30,In-store
West Gear,1128299,2021-12-16,Southeast,Florida,Orlando,Men's Apparel,90,525,472500,94500,20,In-store
West Gear,1128299,2021-12-16,Southeast,Florida,Orlando,Women's Apparel,95,625,593750,267188,45,In-store
West Gear,1185732,2021-01-12,Southeast,Florida,Orlando,Men's Street Footwear,45,850,382500,172125,45,In-store
West Gear,1185732,2021-01-12,Southeast,Florida,Orlando,Men's Athletic Footwear,45,650,292500,102375,35,In-store
West Gear,1185732,2021-01-12,Southeast,Florida,Orlando,Women's Street Footwear,35,650,227500,56875,25,In-store
West Gear,1185732,2021-01-12,Southeast,Florida,Orlando,Women's Athletic Footwear,40,500,200000,60000,30,In-store
West Gear,1185732,2021-01-12,Southeast,Florida,Orlando,Men's Apparel,55,550,302500,105875,35,In-store
West Gear,1185732,2021-01-12,Southeast,Florida,Orlando,Women's Apparel,45,650,292500,146250,50,In-store
West Gear,1185732,2021-02-10,Southeast,Florida,Orlando,Men's Street Footwear,45,900,405000,182250,45,In-store
West Gear,1185732,2021-02-10,Southeast,Florida,Orlando,Men's Athletic Footwear,45,550,247500,86625,35,In-store
West Gear,1185732,2021-02-10,Southeast,Florida,Orlando,Women's Street Footwear,35,600,210000,52500,25,In-store
West Gear,1185732,2021-02-10,Northeast,New York,Albany,Women's Athletic Footwear,40,475,190000,57000,30,In-store
West Gear,1185732,2021-02-10,Northeast,New York,Albany,Men's Apparel,55,550,302500,105875,35,In-store
West Gear,1185732,2021-02-10,Northeast,New York,Albany,Women's Apparel,45,650,292500,146250,50,In-store
West Gear,1185732,2021-03-08,Northeast,New York,Albany,Men's Street Footwear,45,870,391500,176175,45,In-store
West Gear,1185732,2021-03-08,Northeast,New York,Albany,Men's Athletic Footwear,45,550,247500,86625,35,In-store
West Gear,1185732,2021-03-08,Northeast,New York,Albany,Women's Street Footwear,35,575,201250,50313,25,In-store
West Gear,1185732,2021-03-08,Northeast,New York,Albany,Women's Athletic Footwear,40,425,170000,51000,30,In-store
West Gear,1185732,2021-03-08,Northeast,New York,Albany,Men's Apparel,55,475,261250,91438,35,In-store
West Gear,1185732,2021-03-08,Northeast,New York,Albany,Women's Apparel,45,575,258750,129375,50,In-store
West Gear,1185732,2021-04-09,Northeast,New York,Albany,Men's Street Footwear,45,825,371250,167063,45,In-store
West Gear,1185732,2021-04-09,Northeast,New York,Albany,Men's Athletic Footwear,45,525,236250,82688,35,In-store
West Gear,1185732,2021-04-09,Northeast,New York,Albany,Women's Street Footwear,35,525,183750,45938,25,In-store
West Gear,1185732,2021-04-09,Northeast,New York,Albany,Women's Athletic Footwear,40,450,180000,54000,30,In-store
West Gear,1185732,2021-04-09,Northeast,New York,Albany,Men's Apparel,55,475,261250,91438,35,In-store
West Gear,1185732,2021-04-09,Northeast,New York,Albany,Women's Apparel,45,600,270000,135000,50,In-store
West Gear,1185732,2021-05-08,Northeast,New York,Albany,Men's Street Footwear,55,870,478500,215325,45,In-store
West Gear,1185732,2021-05-08,Northeast,New York,Albany,Men's Athletic Footwear,55,575,316250,110688,35,In-store
West Gear,1185732,2021-05-08,Northeast,New York,Albany,Women's Street Footwear,50,550,275000,68750,25,In-store
West Gear,1185732,2021-05-08,Northeast,New York,Albany,Women's Athletic Footwear,50,500,250000,75000,30,In-store
West Gear,1185732,2021-05-08,Northeast,New York,Albany,Men's Apparel,60,525,315000,110250,35,In-store
West Gear,1185732,2021-05-08,Northeast,New York,Albany,Women's Apparel,65,625,406250,203125,50,In-store
West Gear,1185732,2021-06-10,Northeast,New York,Albany,Men's Street Footwear,60,875,525000,236250,45,In-store
West Gear,1185732,2021-06-10,Northeast,New York,Albany,Men's Athletic Footwear,55,625,343750,120313,35,In-store
West Gear,1185732,2021-06-10,Northeast,New York,Albany,Women's Street Footwear,50,600,300000,75000,25,In-store
West Gear,1185732,2021-06-10,Northeast,New York,Albany,Women's Athletic Footwear,50,575,287500,86250,30,In-store
West Gear,1185732,2021-06-10,Northeast,New York,Albany,Men's Apparel,65,575,373750,130813,35,In-store
West Gear,1185732,2021-06-10,Northeast,New York,Albany,Women's Apparel,70,725,507500,253750,50,In-store
